39	 在华外国资本应享受和民族资本同样的待遇。

gender
M	-0.224826
F	-0.339678

age
14	 -0.009550
15	 -0.010631
16	 -0.016377
17	 -0.021029
18	 -0.028585
19	 -0.040201
20	 -0.055109
21	 -0.057402
22	 -0.050558
23	 -0.037944
24	 -0.038207
25	 -0.031458
26	 -0.024852
27	 -0.019775
28	 -0.016640
29	 -0.012841
30	 -0.011402
31	 -0.009413
32	 -0.010936
33	 -0.007508
34	 -0.006970
35	 -0.004814
36	 -0.004450
37	 -0.004133
38	 -0.003440
39	 -0.002891
40	 -0.002867
41	 -0.002264
42	 -0.002353
43	 -0.002252
44	 -0.002956
45	 -0.002061
46	 -0.002132
47	 -0.001308
48	 -0.001218
49	 -0.000902
50	 -0.001308
51	 -0.001302
52	 -0.000520
53	 -0.000418
54	 -0.000514

salary
0-25k	-0.268186
25k-50k	-0.112356
50k-75k	-0.067944
75k-100k	-0.045875
100k-150k	-0.039736
150k-300k	-0.020516
300k+	-0.009891

degree
初中及以下	-0.024870
高中	-0.082923
大学	-0.396352
研究生及以上	-0.060359
