50	 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。

gender
M	-0.028501
F	0.186177

age
14	 0.004402
15	 0.003745
16	 0.004396
17	 0.004665
18	 0.004826
19	 0.004002
20	 0.004497
21	 0.003201
22	 0.004217
23	 0.004390
24	 0.006403
25	 0.006516
26	 0.007717
27	 0.006868
28	 0.007149
29	 0.005662
30	 0.006104
31	 0.005805
32	 0.006970
33	 0.004031
34	 0.004467
35	 0.004360
36	 0.003864
37	 0.002998
38	 0.002550
39	 0.003279
40	 0.002395
41	 0.002628
42	 0.002586
43	 0.002921
44	 0.003118
45	 0.002287
46	 0.002090
47	 0.001702
48	 0.001290
49	 0.001451
50	 0.001386
51	 0.001487
52	 0.001087
53	 0.000442
54	 0.000549

salary
0-25k	0.037675
25k-50k	0.018455
50k-75k	0.022636
75k-100k	0.021077
100k-150k	0.023138
150k-300k	0.019273
300k+	0.015421

degree
初中及以下	0.010321
高中	0.023633
大学	0.089165
研究生及以上	0.034557
