33	 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。

gender
M	0.135679
F	0.165858

age
14	 0.006689
15	 0.008147
16	 0.010870
17	 0.013223
18	 0.017804
19	 0.026178
20	 0.035047
21	 0.036355
22	 0.030998
23	 0.024673
24	 0.020617
25	 0.016610
26	 0.011742
27	 0.007884
28	 0.005393
29	 0.003542
30	 0.002849
31	 0.001481
32	 0.001684
33	 0.001678
34	 0.000657
35	 0.000442
36	 0.001033
37	 0.000597
38	 0.000561
39	 0.000555
40	 0.000526
41	 0.000520
42	 0.000669
43	 0.000508
44	 0.001003
45	 0.001183
46	 0.001206
47	 0.000985
48	 0.000884
49	 0.000830
50	 0.001123
51	 0.000997
52	 0.000299
53	 0.000323
54	 0.000305

salary
0-25k	0.167262
25k-50k	0.058884
50k-75k	0.031900
75k-100k	0.019739
100k-150k	0.014961
150k-300k	0.005238
300k+	0.003554

degree
初中及以下	0.016233
高中	0.049990
大学	0.207212
研究生及以上	0.028101
