17	 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。

gender
M	0.090861
F	0.083544

age
14	 0.004055
15	 0.004611
16	 0.007543
17	 0.012937
18	 0.015457
19	 0.020014
20	 0.019411
21	 0.015403
22	 0.010147
23	 0.007251
24	 0.006880
25	 0.003912
26	 0.004945
27	 0.002341
28	 0.002861
29	 0.002455
30	 0.001846
31	 0.003195
32	 0.002485
33	 0.002031
34	 0.002562
35	 0.001338
36	 0.001439
37	 0.001200
38	 0.000830
39	 0.001314
40	 0.000866
41	 0.001547
42	 0.001666
43	 0.001678
44	 0.001756
45	 0.001212
46	 0.001380
47	 0.001117
48	 0.000747
49	 0.000627
50	 0.000448
51	 0.000609
52	 0.000609
53	 0.000143
54	 0.000328

salary
0-25k	0.101910
25k-50k	-0.005877
50k-75k	0.007519
75k-100k	0.013671
100k-150k	0.021860
150k-300k	0.020378
300k+	0.014943

degree
初中及以下	0.008905
高中	0.035919
大学	0.085533
研究生及以上	0.044048
