49	 应当将中国传统文化的经典作品作为儿童基础教育读物。

gender
M	0.038422
F	0.126983

age
14	 0.000609
15	 0.001386
16	 0.002246
17	 0.003906
18	 0.007119
19	 0.008589
20	 0.009968
21	 0.013552
22	 0.011909
23	 0.008409
24	 0.008200
25	 0.008200
26	 0.006217
27	 0.006217
28	 0.006803
29	 0.005471
30	 0.006271
31	 0.004963
32	 0.005160
33	 0.004157
34	 0.003470
35	 0.003028
36	 0.002150
37	 0.002389
38	 0.002043
39	 0.002001
40	 0.001523
41	 0.001547
42	 0.001660
43	 0.001696
44	 0.001995
45	 0.001380
46	 0.001445
47	 0.001111
48	 0.001045
49	 0.000974
50	 0.001147
51	 0.001242
52	 0.000615
53	 0.000382
54	 0.000317

salary
0-25k	0.060383
25k-50k	0.034725
50k-75k	0.022146
75k-100k	0.017822
100k-150k	0.016932
150k-300k	0.007699
300k+	0.005698

degree
初中及以下	0.005835
高中	0.021818
大学	0.109412
研究生及以上	0.028340
