42	 不应公开谈论自己长辈的缺点。

gender
M	-0.045577
F	0.113951

age
14	 0.004014
15	 0.003327
16	 0.002311
17	 0.000084
18	 -0.003249
19	 -0.007412
20	 -0.009717
21	 -0.008893
22	 -0.005883
23	 -0.001816
24	 0.000974
25	 0.003279
26	 0.004826
27	 0.006355
28	 0.006564
29	 0.004975
30	 0.005441
31	 0.005214
32	 0.006397
33	 0.004599
34	 0.004641
35	 0.003601
36	 0.002998
37	 0.002962
38	 0.002317
39	 0.002216
40	 0.002395
41	 0.002252
42	 0.002449
43	 0.002037
44	 0.002604
45	 0.001857
46	 0.001822
47	 0.001696
48	 0.001159
49	 0.001302
50	 0.001481
51	 0.001553
52	 0.000836
53	 0.000484
54	 0.000442

salary
0-25k	-0.008493
25k-50k	0.033345
50k-75k	0.021800
75k-100k	0.013122
100k-150k	0.009072
150k-300k	0.002598
300k+	-0.003070

degree
初中及以下	0.010374
高中	0.013205
大学	0.037771
研究生及以上	0.007024
