15	 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。

gender
M	0.041091
F	0.295607

age
14	 0.004091
15	 0.003428
16	 0.004874
17	 0.007227
18	 0.009060
19	 0.015529
20	 0.026608
21	 0.035125
22	 0.031159
23	 0.026327
24	 0.028818
25	 0.023986
26	 0.018515
27	 0.015487
28	 0.013241
29	 0.011390
30	 0.008911
31	 0.008678
32	 0.008714
33	 0.006086
34	 0.005071
35	 0.003261
36	 0.003076
37	 0.002592
38	 0.001971
39	 0.001995
40	 0.001189
41	 0.001218
42	 0.001218
43	 0.000902
44	 0.001147
45	 0.000776
46	 0.000621
47	 0.000526
48	 0.000394
49	 0.000466
50	 0.000412
51	 0.000681
52	 0.000113
53	 0.000209
54	 0.000167

salary
0-25k	0.115426
25k-50k	0.078157
50k-75k	0.047201
75k-100k	0.034408
100k-150k	0.029648
150k-300k	0.018467
300k+	0.013391

degree
初中及以下	0.013510
高中	0.037191
大学	0.247653
研究生及以上	0.038344
