47	 中国传统医学对人体健康的观念比现代主流医学更高明。

gender
M	0.117498
F	0.197268

age
14	 0.002700
15	 0.003076
16	 0.006976
17	 0.009658
18	 0.013098
19	 0.021722
20	 0.031022
21	 0.035244
22	 0.032610
23	 0.025013
24	 0.025419
25	 0.018826
26	 0.014537
27	 0.012692
28	 0.010255
29	 0.008332
30	 0.007699
31	 0.006026
32	 0.006313
33	 0.003279
34	 0.002885
35	 0.002096
36	 0.001887
37	 0.001481
38	 0.001183
39	 0.001003
40	 0.000633
41	 0.000532
42	 0.000699
43	 0.000334
44	 0.001189
45	 0.000711
46	 0.000729
47	 0.000502
48	 0.000520
49	 0.000448
50	 0.000514
51	 0.000388
52	 0.000155
53	 0.000305
54	 0.000066

salary
0-25k	0.156075
25k-50k	0.068679
50k-75k	0.038368
75k-100k	0.026954
100k-150k	0.018473
150k-300k	0.006176
300k+	0.000042

degree
初中及以下	0.009723
高中	0.039753
大学	0.230344
研究生及以上	0.034946
