46	 周易八卦能够有效的解释很多事情。

gender
M	0.039037
F	0.093710

age
14	 -0.001153
15	 0.001189
16	 0.003799
17	 0.004521
18	 0.004509
19	 0.008003
20	 0.014693
21	 0.018348
22	 0.018730
23	 0.013032
24	 0.012387
25	 0.008147
26	 0.006116
27	 0.004396
28	 0.002287
29	 0.001774
30	 0.001380
31	 0.000400
32	 0.001499
33	 0.000532
34	 0.000639
35	 0.000382
36	 0.000215
37	 0.000764
38	 -0.000084
39	 0.000191
40	 0.000215
41	 -0.000394
42	 0.000185
43	 -0.000430
44	 0.000185
45	 0.000263
46	 0.000161
47	 0.000287
48	 0.000663
49	 0.000376
50	 0.000645
51	 0.000645
52	 0.000203
53	 0.000239
54	 0.000209

salary
0-25k	0.062921
25k-50k	0.043522
50k-75k	0.019865
75k-100k	0.009478
100k-150k	0.004748
150k-300k	-0.003159
300k+	-0.004629

degree
初中及以下	0.001917
高中	0.021280
大学	0.102424
研究生及以上	0.007125
